"Customer ID","First Name","Last Name","Email","Phone","Join date","First purchase","Total Spent","Location","Tags","Notes"
"400199","Charlotte","Hernandez","charlotte.hernandez@example.com","555-5905","2025-07-07T04:46:00.000Z","New Flyer 6 Class Pack","156.86","Main Studio","",""
"400200","Amelia","Davis","amelia.davis@example.com","555-9360","2025-08-23T05:26:00.000Z","Unlimited 14 Day Intro Package","144.42","Main Studio","",""
"400201","Joseph","Jackson","joseph.jackson@example.com","555-1346","2025-09-19T14:17:00.000Z","New Flyer 6 Class Pack","147.27","Main Studio","",""
"400202","Daniel","Jackson","daniel.jackson@example.com","555-9875","2025-08-01T05:06:00.000Z","New Flyer 6 Class Pack","249.58","Main Studio","",""
"400203","Sophia","Rodriguez","sophia.rodriguez@example.com","555-1480","2025-08-20T14:13:00.000Z","New Flyer 6 Class Pack","216.02","Main Studio","",""
"400204","William","Williams","william.williams@example.com","555-1917","2025-09-24T22:05:00.000Z","Unlimited 14 Day Intro Package","106.46","Main Studio","",""
"400205","William","Gonzalez","william.gonzalez@example.com","555-5930","2025-07-07T15:26:00.000Z","New Flyer 6 Class Pack","197.55","Main Studio","",""
"400206","Evelyn","Brown","evelyn.brown@example.com","555-9117","2025-07-26T21:54:00.000Z","Unlimited 14 Day Intro Package","120.93","Main Studio","",""
"400207","Charlotte","Hernandez","charlotte.hernandez@example.com","555-3059","2025-09-02T08:31:00.000Z","4-Class Monthly Membership","130.62","Main Studio","",""
"400208","Daniel","Hernandez","daniel.hernandez@example.com","555-0006","2025-07-24T02:08:00.000Z","","0.00","Main Studio","",""
"400209","Daniel","Wilson","daniel.wilson@example.com","555-8268","2025-08-12T04:55:00.000Z","New Flyer 3 Class Pack","105.57","Main Studio","",""
"400210","Michael","Garcia","michael.garcia@example.com","555-6567","2025-07-06T06:04:00.000Z","Unlimited 14 Day Intro Package","115.11","Main Studio","",""
"400211","Mia","Smith","mia.smith@example.com","555-9710","2025-08-20T23:10:00.000Z","","0.00","Main Studio","",""
"400212","Evelyn","Garcia","evelyn.garcia@example.com","555-2090","2025-08-23T00:15:00.000Z","New Flyer 3 Class Pack","129.45","Main Studio","",""
"400213","James","Gonzalez","james.gonzalez@example.com","555-0107","2025-09-25T06:14:00.000Z","Drop-in Class","153.97","Main Studio","",""
"400214","Joseph","Hernandez","joseph.hernandez@example.com","555-5846","2025-07-08T16:34:00.000Z","New Flyer 6 Class Pack","92.41","Main Studio","",""
"400215","Thomas","Garcia","thomas.garcia@example.com","555-1762","2025-07-15T19:41:00.000Z","New Flyer 6 Class Pack","64.50","Main Studio","",""
"400216","Harper","Wilson","harper.wilson@example.com","555-4031","2025-08-07T21:37:00.000Z","Unlimited 14 Day Intro Package","230.28","Main Studio","",""
"400217","Daniel","Martinez","daniel.martinez@example.com","555-6169","2025-08-22T07:12:00.000Z","New Flyer 3 Class Pack","186.91","Main Studio","",""
"400218","Charles","Miller","charles.miller@example.com","555-2107","2025-08-02T01:41:00.000Z","","0.00","Main Studio","",""
"400219","Sophia","Jones","sophia.jones@example.com","555-3925","2025-09-02T07:40:00.000Z","New Flyer 6 Class Pack","236.32","Main Studio","",""
"400220","Evelyn","Moore","evelyn.moore@example.com","555-3484","2025-08-27T14:28:00.000Z","4-Class Monthly Membership","247.46","Main Studio","",""
"400221","Michael","Smith","michael.smith@example.com","555-8492","2025-09-16T06:03:00.000Z","New Flyer 3 Class Pack","195.52","Main Studio","",""
"400222","Robert","Williams","robert.williams@example.com","555-3630","2025-09-15T06:43:00.000Z","4-Class Monthly Membership","122.78","Main Studio","",""
"400223","David","Lopez","david.lopez@example.com","555-6800","2025-09-13T06:39:00.000Z","New Flyer 6 Class Pack","227.64","Main Studio","",""
"400224","John","Anderson","john.anderson@example.com","555-5805","2025-07-25T21:25:00.000Z","Drop-in Class","79.26","Main Studio","",""
"400225","Sophia","Johnson","sophia.johnson@example.com","555-2937","2025-09-09T10:31:00.000Z","Drop-in Class","140.67","Main Studio","",""
"400226","Michael","Gonzalez","michael.gonzalez@example.com","555-0006","2025-07-17T04:51:00.000Z","","0.00","Main Studio","",""
"400227","Daniel","Gonzalez","daniel.gonzalez@example.com","555-2580","2025-07-26T10:23:00.000Z","","0.00","Main Studio","",""
"400228","Evelyn","Martin","evelyn.martin@example.com","555-7624","2025-09-27T04:16:00.000Z","","0.00","Main Studio","",""
"400229","Ava","Brown","ava.brown@example.com","555-3014","2025-08-19T08:16:00.000Z","New Flyer 3 Class Pack","245.35","Main Studio","",""
"400230","Mia","Moore","mia.moore@example.com","555-6712","2025-08-08T06:25:00.000Z","Unlimited 14 Day Intro Package","152.09","Main Studio","",""
"400231","Charlotte","Garcia","charlotte.garcia@example.com","555-4077","2025-08-23T10:29:00.000Z","Drop-in Class","201.40","Main Studio","",""
"400232","Amelia","Johnson","amelia.johnson@example.com","555-9305","2025-09-27T02:09:00.000Z","Unlimited 14 Day Intro Package","160.47","Main Studio","",""
"400233","Evelyn","Wilson","evelyn.wilson@example.com","555-9265","2025-08-02T01:28:00.000Z","New Flyer 6 Class Pack","82.66","Main Studio","",""
"400234","Charles","Johnson","charles.johnson@example.com","555-6674","2025-09-10T10:11:00.000Z","New Flyer 6 Class Pack","204.40","Main Studio","",""
"400235","Joseph","Taylor","joseph.taylor@example.com","555-2280","2025-09-24T17:36:00.000Z","New Flyer 6 Class Pack","228.10","Main Studio","",""
"400236","Emma","Moore","emma.moore@example.com","555-9006","2025-09-09T08:33:00.000Z","New Flyer 3 Class Pack","57.19","Main Studio","",""
"400237","Harper","Garcia","harper.garcia@example.com","555-2811","2025-09-27T17:04:00.000Z","Unlimited 14 Day Intro Package","145.79","Main Studio","",""
"400238","Michael","Garcia","michael.garcia@example.com","555-4058","2025-08-09T03:02:00.000Z","4-Class Monthly Membership","181.17","Main Studio","",""
"400239","Harper","Davis","harper.davis@example.com","555-0319","2025-08-18T07:10:00.000Z","","0.00","Main Studio","",""
