"Category","Item","Date","Sale value","Tax","Refunded","Payment method","Payment status","Sale reference","Sold by","Paying Customer email","Paying Customer name","Customer email","Customer name","Location","Note"
"Class","Pole Level 1","2025-09-01, 3:18 AM","35.00","0.00","0.00","Card","Succeeded","200000134","","isabella.jones@example.com","Isabella Jones","isabella.jones@example.com","Isabella Jones","Main Studio",""
"Product","Studio Merchandise","2025-09-18, 5:44 PM","25.00","0.00","0.00","Card","Succeeded","200000135","","harper.davis@example.com","Harper Davis","harper.davis@example.com","Harper Davis","Main Studio",""
"Class","Pole Level 2","2025-09-15, 3:04 PM","35.00","0.00","0.00","Card","Succeeded","200000136","","isabella.taylor@example.com","Isabella Taylor","isabella.taylor@example.com","Isabella Taylor","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-11, 7:02 AM","269.00","0.00","0.00","Card","Succeeded","200000137","","robert.williams@example.com","Robert Williams","robert.williams@example.com","Robert Williams","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-25, 12:00 PM","59.00","0.00","0.00","Card","Succeeded","200000138","","david.anderson@example.com","David Anderson","david.anderson@example.com","David Anderson","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-06, 4:12 PM","59.00","0.00","0.00","Card","Succeeded","200000139","","joseph.martinez@example.com","Joseph Martinez","joseph.martinez@example.com","Joseph Martinez","Main Studio",""
"Class","Pole Level 2","2025-09-23, 3:31 AM","35.00","0.00","0.00","Card","Succeeded","200000140","","isabella.moore@example.com","Isabella Moore","isabella.moore@example.com","Isabella Moore","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-11, 5:58 PM","95.00","0.00","0.00","Card","Succeeded","200000141","","isabella.martin@example.com","Isabella Martin","isabella.martin@example.com","Isabella Martin","Main Studio",""
"Product","Studio Merchandise","2025-09-23, 10:11 AM","25.00","0.00","0.00","Card","Succeeded","200000142","","michael.jackson@example.com","Michael Jackson","michael.jackson@example.com","Michael Jackson","Main Studio",""
"Product","Studio Merchandise","2025-09-16, 8:11 AM","25.00","0.00","0.00","Card","Succeeded","200000143","","isabella.moore@example.com","Isabella Moore","isabella.moore@example.com","Isabella Moore","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-20, 11:29 PM","99.00","0.00","0.00","Card","Succeeded","200000144","","sophia.moore@example.com","Sophia Moore","sophia.moore@example.com","Sophia Moore","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-19, 4:34 AM","95.00","0.00","0.00","Card","Succeeded","200000145","","olivia.martinez@example.com","Olivia Martinez","olivia.martinez@example.com","Olivia Martinez","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-04, 12:11 PM","189.00","0.00","0.00","Card","Succeeded","200000146","","daniel.anderson@example.com","Daniel Anderson","daniel.anderson@example.com","Daniel Anderson","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-21, 12:37 PM","35.00","0.00","0.00","Card","Succeeded","200000147","","john.jackson@example.com","John Jackson","john.jackson@example.com","John Jackson","Main Studio",""
"Class","Pole Level 1","2025-09-14, 8:09 PM","35.00","0.00","0.00","Card","Succeeded","200000148","","thomas.jackson@example.com","Thomas Jackson","thomas.jackson@example.com","Thomas Jackson","Main Studio",""
"Product","Grip Aid","2025-09-27, 8:04 AM","15.00","0.00","0.00","Card","Succeeded","200000149","","thomas.rodriguez@example.com","Thomas Rodriguez","thomas.rodriguez@example.com","Thomas Rodriguez","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-05, 7:35 PM","59.00","0.00","0.00","Card","Succeeded","200000150","","harper.lopez@example.com","Harper Lopez","harper.lopez@example.com","Harper Lopez","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-09, 11:02 AM","99.00","0.00","0.00","Card","Succeeded","200000151","","robert.anderson@example.com","Robert Anderson","robert.anderson@example.com","Robert Anderson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-18, 11:16 PM","50.00","0.00","0.00","Card","Succeeded","200000152","","charles.lopez@example.com","Charles Lopez","charles.lopez@example.com","Charles Lopez","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-07, 3:19 PM","189.00","0.00","0.00","Card","Succeeded","200000153","","robert.moore@example.com","Robert Moore","robert.moore@example.com","Robert Moore","Main Studio",""
"Class","Pole Level 2","2025-09-12, 5:11 AM","35.00","0.00","0.00","Card","Succeeded","200000154","","joseph.martinez@example.com","Joseph Martinez","joseph.martinez@example.com","Joseph Martinez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-21, 12:23 AM","95.00","0.00","0.00","Card","Succeeded","200000155","","olivia.jackson@example.com","Olivia Jackson","olivia.jackson@example.com","Olivia Jackson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-27, 10:02 PM","95.00","0.00","0.00","Card","Succeeded","200000156","","emma.williams@example.com","Emma Williams","emma.williams@example.com","Emma Williams","Main Studio",""
"Pack","5 Class Package","2025-09-21, 1:46 PM","150.00","0.00","0.00","Card","Succeeded","200000157","","charlotte.thomas@example.com","Charlotte Thomas","charlotte.thomas@example.com","Charlotte Thomas","Main Studio",""
"Class","Pole Level 2","2025-09-22, 1:27 AM","35.00","0.00","0.00","Card","Succeeded","200000158","","harper.brown@example.com","Harper Brown","harper.brown@example.com","Harper Brown","Main Studio",""
"Product","Studio Merchandise","2025-09-19, 11:16 PM","25.00","0.00","0.00","Card","Succeeded","200000159","","olivia.johnson@example.com","Olivia Johnson","olivia.johnson@example.com","Olivia Johnson","Main Studio",""
"Product","Studio Merchandise","2025-09-26, 9:16 AM","25.00","0.00","0.00","Card","Succeeded","200000160","","thomas.smith@example.com","Thomas Smith","thomas.smith@example.com","Thomas Smith","Main Studio",""
"Product","Studio Merchandise","2025-09-19, 9:43 PM","25.00","0.00","0.00","Card","Succeeded","200000161","","thomas.taylor@example.com","Thomas Taylor","thomas.taylor@example.com","Thomas Taylor","Main Studio",""
"Pack","10 Class Package","2025-09-17, 10:41 PM","280.00","0.00","0.00","Card","Succeeded","200000162","","joseph.jones@example.com","Joseph Jones","joseph.jones@example.com","Joseph Jones","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-03, 11:13 PM","69.00","0.00","0.00","Card","Succeeded","200000163","","james.moore@example.com","James Moore","james.moore@example.com","James Moore","Main Studio",""
"Pack","10 Class Package","2025-09-07, 9:27 AM","280.00","0.00","0.00","Card","Succeeded","200000164","","sophia.davis@example.com","Sophia Davis","sophia.davis@example.com","Sophia Davis","Main Studio",""
"Product","Studio Merchandise","2025-09-07, 1:43 AM","25.00","0.00","0.00","Card","Succeeded","200000165","","charlotte.lopez@example.com","Charlotte Lopez","charlotte.lopez@example.com","Charlotte Lopez","Main Studio",""
"Product","Grip Aid","2025-09-23, 1:59 PM","15.00","0.00","0.00","Card","Succeeded","200000166","","amelia.davis@example.com","Amelia Davis","amelia.davis@example.com","Amelia Davis","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-07, 6:38 AM","95.00","0.00","0.00","Card","Succeeded","200000167","","david.brown@example.com","David Brown","david.brown@example.com","David Brown","Main Studio",""
"Product","Dry Hands 2oz","2025-09-02, 6:58 PM","11.40","0.00","0.00","Card","Succeeded","200000168","","olivia.thomas@example.com","Olivia Thomas","olivia.thomas@example.com","Olivia Thomas","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-19, 1:32 AM","50.00","0.00","0.00","Card","Succeeded","200000169","","joseph.jones@example.com","Joseph Jones","joseph.jones@example.com","Joseph Jones","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-12, 3:39 PM","50.00","0.00","0.00","Card","Succeeded","200000170","","john.williams@example.com","John Williams","john.williams@example.com","John Williams","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-20, 6:42 PM","35.00","0.00","0.00","Card","Succeeded","200000171","","olivia.brown@example.com","Olivia Brown","olivia.brown@example.com","Olivia Brown","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-09, 12:12 AM","99.00","0.00","0.00","Card","Succeeded","200000172","","james.brown@example.com","James Brown","james.brown@example.com","James Brown","Main Studio",""
"Pack","10 Class Package","2025-09-08, 7:57 AM","280.00","0.00","0.00","Card","Succeeded","200000173","","david.anderson@example.com","David Anderson","david.anderson@example.com","David Anderson","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-20, 7:01 AM","189.00","0.00","0.00","Card","Succeeded","200000174","","evelyn.martinez@example.com","Evelyn Martinez","evelyn.martinez@example.com","Evelyn Martinez","Main Studio",""
"Product","Studio Merchandise","2025-09-02, 11:53 AM","25.00","0.00","0.00","Card","Succeeded","200000175","","daniel.anderson@example.com","Daniel Anderson","daniel.anderson@example.com","Daniel Anderson","Main Studio",""
"Class","Pole Level 2","2025-09-12, 7:40 PM","35.00","0.00","0.00","Card","Succeeded","200000176","","daniel.davis@example.com","Daniel Davis","daniel.davis@example.com","Daniel Davis","Main Studio",""
"Pack","5 Class Package","2025-09-08, 4:42 AM","150.00","0.00","0.00","Card","Succeeded","200000177","","daniel.miller@example.com","Daniel Miller","daniel.miller@example.com","Daniel Miller","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-12, 10:03 AM","59.00","0.00","0.00","Card","Succeeded","200000178","","michael.garcia@example.com","Michael Garcia","michael.garcia@example.com","Michael Garcia","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-27, 3:37 AM","269.00","0.00","0.00","Card","Succeeded","200000179","","sophia.hernandez@example.com","Sophia Hernandez","sophia.hernandez@example.com","Sophia Hernandez","Main Studio",""
"Product","Studio Merchandise","2025-09-26, 5:10 PM","25.00","0.00","0.00","Card","Succeeded","200000180","","olivia.johnson@example.com","Olivia Johnson","olivia.johnson@example.com","Olivia Johnson","Main Studio",""
"Class","Pole Level 2","2025-09-24, 7:56 AM","35.00","0.00","0.00","Card","Succeeded","200000181","","emma.rodriguez@example.com","Emma Rodriguez","emma.rodriguez@example.com","Emma Rodriguez","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-08, 2:22 AM","189.00","0.00","0.00","Card","Succeeded","200000182","","olivia.taylor@example.com","Olivia Taylor","olivia.taylor@example.com","Olivia Taylor","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-04, 1:43 PM","269.00","0.00","0.00","Card","Succeeded","200000183","","olivia.rodriguez@example.com","Olivia Rodriguez","olivia.rodriguez@example.com","Olivia Rodriguez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-13, 8:25 PM","95.00","0.00","0.00","Card","Succeeded","200000184","","michael.rodriguez@example.com","Michael Rodriguez","michael.rodriguez@example.com","Michael Rodriguez","Main Studio",""
"Product","Grip Aid","2025-09-03, 4:25 PM","15.00","0.00","0.00","Card","Succeeded","200000185","","charles.jackson@example.com","Charles Jackson","charles.jackson@example.com","Charles Jackson","Main Studio",""
"Class","Pole Level 2","2025-09-08, 9:23 PM","35.00","0.00","0.00","Card","Succeeded","200000186","","michael.smith@example.com","Michael Smith","michael.smith@example.com","Michael Smith","Main Studio",""
"Class","Pole Level 2","2025-09-22, 7:13 AM","35.00","0.00","0.00","Card","Succeeded","200000187","","michael.williams@example.com","Michael Williams","michael.williams@example.com","Michael Williams","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-10, 9:01 AM","99.00","0.00","0.00","Card","Succeeded","200000188","","isabella.rodriguez@example.com","Isabella Rodriguez","isabella.rodriguez@example.com","Isabella Rodriguez","Main Studio",""
"Pack","10 Class Package","2025-09-01, 11:18 AM","280.00","0.00","0.00","Card","Succeeded","200000189","","michael.miller@example.com","Michael Miller","michael.miller@example.com","Michael Miller","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-25, 11:58 AM","69.00","0.00","0.00","Card","Succeeded","200000190","","john.garcia@example.com","John Garcia","john.garcia@example.com","John Garcia","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-04, 6:39 PM","35.00","0.00","0.00","Card","Succeeded","200000191","","sophia.jones@example.com","Sophia Jones","sophia.jones@example.com","Sophia Jones","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-13, 8:16 PM","99.00","0.00","0.00","Card","Succeeded","200000192","","daniel.johnson@example.com","Daniel Johnson","daniel.johnson@example.com","Daniel Johnson","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-09, 8:04 AM","59.00","0.00","0.00","Card","Succeeded","200000193","","olivia.johnson@example.com","Olivia Johnson","olivia.johnson@example.com","Olivia Johnson","Main Studio",""
"Pack","10 Class Package","2025-09-16, 6:45 PM","280.00","0.00","0.00","Card","Succeeded","200000194","","mia.garcia@example.com","Mia Garcia","mia.garcia@example.com","Mia Garcia","Main Studio",""
"Product","Dry Hands 2oz","2025-09-28, 2:00 AM","11.40","0.00","0.00","Card","Succeeded","200000195","","mia.rodriguez@example.com","Mia Rodriguez","mia.rodriguez@example.com","Mia Rodriguez","Main Studio",""
"Pack","10 Class Package","2025-09-26, 10:32 PM","280.00","0.00","0.00","Card","Succeeded","200000196","","mia.lopez@example.com","Mia Lopez","mia.lopez@example.com","Mia Lopez","Main Studio",""
"Product","Dry Hands 2oz","2025-09-15, 2:50 AM","11.40","0.00","0.00","Card","Succeeded","200000197","","daniel.taylor@example.com","Daniel Taylor","daniel.taylor@example.com","Daniel Taylor","Main Studio",""
"Class","Pole Level 2","2025-09-07, 10:21 AM","35.00","0.00","0.00","Card","Succeeded","200000198","","mia.jones@example.com","Mia Jones","mia.jones@example.com","Mia Jones","Main Studio",""
"Class","Pole Level 1","2025-09-25, 11:44 PM","35.00","0.00","0.00","Card","Succeeded","200000199","","ava.lopez@example.com","Ava Lopez","ava.lopez@example.com","Ava Lopez","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-18, 6:19 AM","50.00","0.00","0.00","Card","Succeeded","200000200","","daniel.williams@example.com","Daniel Williams","daniel.williams@example.com","Daniel Williams","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-11, 3:50 PM","50.00","0.00","0.00","Card","Succeeded","200000201","","thomas.lopez@example.com","Thomas Lopez","thomas.lopez@example.com","Thomas Lopez","Main Studio",""
"Class","Pole Level 2","2025-09-17, 2:18 PM","35.00","0.00","0.00","Card","Succeeded","200000202","","amelia.martin@example.com","Amelia Martin","amelia.martin@example.com","Amelia Martin","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-03, 7:54 AM","59.00","0.00","0.00","Card","Succeeded","200000203","","emma.smith@example.com","Emma Smith","emma.smith@example.com","Emma Smith","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-27, 2:15 AM","50.00","0.00","0.00","Card","Succeeded","200000204","","charles.taylor@example.com","Charles Taylor","charles.taylor@example.com","Charles Taylor","Main Studio",""
"Pack","5 Class Package","2025-09-04, 10:58 AM","150.00","0.00","0.00","Card","Succeeded","200000205","","ava.smith@example.com","Ava Smith","ava.smith@example.com","Ava Smith","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-21, 5:35 AM","95.00","0.00","0.00","Card","Succeeded","200000206","","robert.martin@example.com","Robert Martin","robert.martin@example.com","Robert Martin","Main Studio",""
"Class","Pole Level 2","2025-09-27, 11:43 PM","35.00","0.00","0.00","Card","Succeeded","200000207","","ava.martinez@example.com","Ava Martinez","ava.martinez@example.com","Ava Martinez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-03, 9:18 PM","95.00","0.00","0.00","Card","Succeeded","200000208","","mia.rodriguez@example.com","Mia Rodriguez","mia.rodriguez@example.com","Mia Rodriguez","Main Studio",""
"Product","Dry Hands 2oz","2025-09-18, 2:42 PM","11.40","0.00","0.00","Card","Succeeded","200000209","","mia.lopez@example.com","Mia Lopez","mia.lopez@example.com","Mia Lopez","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-19, 7:02 PM","69.00","0.00","0.00","Card","Succeeded","200000210","","john.smith@example.com","John Smith","john.smith@example.com","John Smith","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-04, 7:16 AM","315.00","0.00","0.00","Card","Succeeded","200000211","","charles.martinez@example.com","Charles Martinez","charles.martinez@example.com","Charles Martinez","Main Studio",""
"Class","Pole Level 1","2025-09-07, 1:13 AM","35.00","0.00","0.00","Card","Succeeded","200000212","","james.williams@example.com","James Williams","james.williams@example.com","James Williams","Main Studio",""
"Pack","10 Class Package","2025-09-11, 5:29 PM","280.00","0.00","0.00","Card","Succeeded","200000213","","emma.moore@example.com","Emma Moore","emma.moore@example.com","Emma Moore","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-09, 11:18 PM","69.00","0.00","0.00","Card","Succeeded","200000214","","james.jones@example.com","James Jones","james.jones@example.com","James Jones","Main Studio",""
"Product","Grip Aid","2025-09-03, 2:09 PM","15.00","0.00","0.00","Card","Succeeded","200000215","","thomas.taylor@example.com","Thomas Taylor","thomas.taylor@example.com","Thomas Taylor","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-14, 4:05 AM","99.00","0.00","0.00","Card","Succeeded","200000216","","amelia.brown@example.com","Amelia Brown","amelia.brown@example.com","Amelia Brown","Main Studio",""
"Product","Grip Aid","2025-09-07, 1:55 PM","15.00","0.00","0.00","Card","Succeeded","200000217","","olivia.gonzalez@example.com","Olivia Gonzalez","olivia.gonzalez@example.com","Olivia Gonzalez","Main Studio",""
"Product","Dry Hands 2oz","2025-09-12, 12:47 AM","11.40","0.00","0.00","Card","Succeeded","200000218","","ava.anderson@example.com","Ava Anderson","ava.anderson@example.com","Ava Anderson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-22, 11:32 AM","50.00","0.00","0.00","Card","Succeeded","200000219","","sophia.brown@example.com","Sophia Brown","sophia.brown@example.com","Sophia Brown","Main Studio",""
"Product","Studio Merchandise","2025-09-21, 2:58 AM","25.00","0.00","0.00","Card","Succeeded","200000220","","evelyn.jackson@example.com","Evelyn Jackson","evelyn.jackson@example.com","Evelyn Jackson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-02, 12:53 AM","50.00","0.00","0.00","Card","Succeeded","200000221","","olivia.martin@example.com","Olivia Martin","olivia.martin@example.com","Olivia Martin","Main Studio",""
"Class","Pole Level 2","2025-09-12, 9:18 PM","35.00","0.00","0.00","Card","Succeeded","200000222","","joseph.anderson@example.com","Joseph Anderson","joseph.anderson@example.com","Joseph Anderson","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-14, 12:01 AM","99.00","0.00","0.00","Card","Succeeded","200000223","","michael.brown@example.com","Michael Brown","michael.brown@example.com","Michael Brown","Main Studio",""
"Class","Pole Level 2","2025-09-04, 7:44 PM","35.00","0.00","0.00","Card","Succeeded","200000224","","emma.jackson@example.com","Emma Jackson","emma.jackson@example.com","Emma Jackson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-09, 2:27 PM","95.00","0.00","0.00","Card","Succeeded","200000225","","michael.miller@example.com","Michael Miller","michael.miller@example.com","Michael Miller","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-17, 5:42 PM","95.00","0.00","0.00","Card","Succeeded","200000226","","thomas.rodriguez@example.com","Thomas Rodriguez","thomas.rodriguez@example.com","Thomas Rodriguez","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-22, 10:28 PM","99.00","0.00","0.00","Card","Succeeded","200000227","","john.taylor@example.com","John Taylor","john.taylor@example.com","John Taylor","Main Studio",""
"Product","Grip Aid","2025-09-23, 10:33 PM","15.00","0.00","0.00","Card","Succeeded","200000228","","ava.davis@example.com","Ava Davis","ava.davis@example.com","Ava Davis","Main Studio",""
"Pack","5 Class Package","2025-09-05, 2:07 AM","150.00","0.00","0.00","Card","Succeeded","200000229","","olivia.johnson@example.com","Olivia Johnson","olivia.johnson@example.com","Olivia Johnson","Main Studio",""
"Product","Studio Merchandise","2025-09-19, 10:33 PM","25.00","0.00","0.00","Card","Succeeded","200000230","","charles.miller@example.com","Charles Miller","charles.miller@example.com","Charles Miller","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-15, 5:05 PM","99.00","0.00","0.00","Card","Succeeded","200000231","","joseph.davis@example.com","Joseph Davis","joseph.davis@example.com","Joseph Davis","Main Studio",""
"Pack","10 Class Package","2025-09-19, 9:58 PM","280.00","0.00","0.00","Card","Succeeded","200000232","","thomas.brown@example.com","Thomas Brown","thomas.brown@example.com","Thomas Brown","Main Studio",""
"Class","Pole Level 1","2025-09-06, 4:48 PM","35.00","0.00","0.00","Card","Succeeded","200000233","","olivia.jackson@example.com","Olivia Jackson","olivia.jackson@example.com","Olivia Jackson","Main Studio",""
"Class","Pole Level 2","2025-09-03, 12:34 AM","35.00","0.00","0.00","Card","Succeeded","200000234","","michael.moore@example.com","Michael Moore","michael.moore@example.com","Michael Moore","Main Studio",""
"Class","Pole Level 2","2025-09-27, 7:39 PM","35.00","0.00","0.00","Card","Succeeded","200000235","","olivia.taylor@example.com","Olivia Taylor","olivia.taylor@example.com","Olivia Taylor","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-22, 2:25 PM","50.00","0.00","0.00","Card","Succeeded","200000236","","evelyn.lopez@example.com","Evelyn Lopez","evelyn.lopez@example.com","Evelyn Lopez","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-21, 5:50 PM","35.00","0.00","0.00","Card","Succeeded","200000237","","evelyn.williams@example.com","Evelyn Williams","evelyn.williams@example.com","Evelyn Williams","Main Studio",""
"Product","Studio Merchandise","2025-09-19, 8:13 AM","25.00","0.00","0.00","Card","Succeeded","200000238","","sophia.rodriguez@example.com","Sophia Rodriguez","sophia.rodriguez@example.com","Sophia Rodriguez","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-22, 2:27 AM","99.00","0.00","0.00","Card","Succeeded","200000239","","sophia.brown@example.com","Sophia Brown","sophia.brown@example.com","Sophia Brown","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-13, 1:49 PM","95.00","0.00","0.00","Card","Succeeded","200000240","","mia.garcia@example.com","Mia Garcia","mia.garcia@example.com","Mia Garcia","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-10, 1:47 PM","50.00","0.00","0.00","Card","Succeeded","200000241","","david.jackson@example.com","David Jackson","david.jackson@example.com","David Jackson","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-12, 5:34 AM","189.00","0.00","0.00","Card","Succeeded","200000242","","emma.davis@example.com","Emma Davis","emma.davis@example.com","Emma Davis","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-10, 10:35 PM","95.00","0.00","0.00","Card","Succeeded","200000243","","isabella.gonzalez@example.com","Isabella Gonzalez","isabella.gonzalez@example.com","Isabella Gonzalez","Main Studio",""
"Pack","10 Class Package","2025-09-14, 10:04 PM","280.00","0.00","0.00","Card","Succeeded","200000244","","william.martinez@example.com","William Martinez","william.martinez@example.com","William Martinez","Main Studio",""
"Pack","10 Class Package","2025-09-04, 1:55 AM","280.00","0.00","0.00","Card","Succeeded","200000245","","emma.brown@example.com","Emma Brown","emma.brown@example.com","Emma Brown","Main Studio",""
"Class","Pole Level 2","2025-09-24, 1:23 PM","35.00","0.00","0.00","Card","Succeeded","200000246","","daniel.jackson@example.com","Daniel Jackson","daniel.jackson@example.com","Daniel Jackson","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-09, 5:57 PM","269.00","0.00","0.00","Card","Succeeded","200000247","","charles.garcia@example.com","Charles Garcia","charles.garcia@example.com","Charles Garcia","Main Studio",""
"Product","Studio Merchandise","2025-09-28, 8:41 AM","25.00","0.00","0.00","Card","Succeeded","200000248","","joseph.rodriguez@example.com","Joseph Rodriguez","joseph.rodriguez@example.com","Joseph Rodriguez","Main Studio",""
"Product","Studio Merchandise","2025-09-02, 2:18 PM","25.00","0.00","0.00","Card","Succeeded","200000249","","john.williams@example.com","John Williams","john.williams@example.com","John Williams","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-28, 2:38 AM","95.00","0.00","0.00","Card","Succeeded","200000250","","david.gonzalez@example.com","David Gonzalez","david.gonzalez@example.com","David Gonzalez","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-17, 4:52 AM","35.00","0.00","0.00","Card","Succeeded","200000251","","joseph.johnson@example.com","Joseph Johnson","joseph.johnson@example.com","Joseph Johnson","Main Studio",""
"Class","Pole Level 1","2025-09-16, 12:20 PM","35.00","0.00","0.00","Card","Succeeded","200000252","","robert.moore@example.com","Robert Moore","robert.moore@example.com","Robert Moore","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-08, 4:58 AM","50.00","0.00","0.00","Card","Succeeded","200000253","","isabella.johnson@example.com","Isabella Johnson","isabella.johnson@example.com","Isabella Johnson","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-06, 1:34 AM","59.00","0.00","0.00","Card","Succeeded","200000254","","harper.gonzalez@example.com","Harper Gonzalez","harper.gonzalez@example.com","Harper Gonzalez","Main Studio",""
"Product","Grip Aid","2025-09-17, 7:08 PM","15.00","0.00","0.00","Card","Succeeded","200000255","","john.davis@example.com","John Davis","john.davis@example.com","John Davis","Main Studio",""
"Pack","10 Class Package","2025-09-15, 7:06 AM","280.00","0.00","0.00","Card","Succeeded","200000256","","william.martin@example.com","William Martin","william.martin@example.com","William Martin","Main Studio",""
"Product","Grip Aid","2025-09-04, 6:49 PM","15.00","0.00","0.00","Card","Succeeded","200000257","","evelyn.davis@example.com","Evelyn Davis","evelyn.davis@example.com","Evelyn Davis","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-14, 5:19 AM","99.00","0.00","0.00","Card","Succeeded","200000258","","john.wilson@example.com","John Wilson","john.wilson@example.com","John Wilson","Main Studio",""
"Class","Pole Level 1","2025-09-18, 1:59 AM","35.00","0.00","0.00","Card","Succeeded","200000259","","sophia.jackson@example.com","Sophia Jackson","sophia.jackson@example.com","Sophia Jackson","Main Studio",""
"Product","Grip Aid","2025-09-24, 6:03 PM","15.00","0.00","0.00","Card","Succeeded","200000260","","ava.jones@example.com","Ava Jones","ava.jones@example.com","Ava Jones","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-02, 10:48 AM","189.00","0.00","0.00","Card","Succeeded","200000261","","evelyn.brown@example.com","Evelyn Brown","evelyn.brown@example.com","Evelyn Brown","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-09, 11:00 PM","50.00","0.00","0.00","Card","Succeeded","200000262","","harper.garcia@example.com","Harper Garcia","harper.garcia@example.com","Harper Garcia","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-05, 12:29 AM","69.00","0.00","0.00","Card","Succeeded","200000263","","isabella.wilson@example.com","Isabella Wilson","isabella.wilson@example.com","Isabella Wilson","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-14, 2:42 AM","99.00","0.00","0.00","Card","Succeeded","200000264","","evelyn.moore@example.com","Evelyn Moore","evelyn.moore@example.com","Evelyn Moore","Main Studio",""
"Product","Studio Merchandise","2025-09-01, 11:38 AM","25.00","0.00","0.00","Card","Succeeded","200000265","","david.jones@example.com","David Jones","david.jones@example.com","David Jones","Main Studio",""
"Pack","10 Class Package","2025-09-05, 4:03 PM","280.00","0.00","0.00","Card","Succeeded","200000266","","harper.jones@example.com","Harper Jones","harper.jones@example.com","Harper Jones","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-18, 11:21 PM","35.00","0.00","0.00","Card","Succeeded","200000267","","john.gonzalez@example.com","John Gonzalez","john.gonzalez@example.com","John Gonzalez","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-14, 12:20 AM","50.00","0.00","0.00","Card","Succeeded","200000268","","amelia.jackson@example.com","Amelia Jackson","amelia.jackson@example.com","Amelia Jackson","Main Studio",""
